ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHART,PRINT_FRONT,PRINT_BACK,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,LINE_FRONT,LINE_BACK,LENG_LONG,LENG_SHORT,THICK,CLASS_NAME,ETC_OTC_NAME,ITEM_PERMIT_DATE,FORM_CODE_NAME,MARK_CODE_FRONT_ANAL,MARK_CODE_BACK_ANAL,ITEM_IMAGE,MARK_CODE_FRONT_IMG,MARK_CODE_BACK_IMG,ITEM_ENG_NAME,EDI_CODE,last_updated
202103249,리바록엠정15밀리그램(리바록사반),(주)마더스제약,빨간색의 원형 필름코팅정,MJ,13,원형,빨강,,,,6.2,6.2,3.3,혈액응고저지제,전문의약품,20210421,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBEW,,,RIVAROK M TAB 15mg,622804600,2024-12-11 2:56
200404781,헤파비트에프연질캡슐,(주)바스칸바이오제약,황갈색의 내용물이 든 암갈색의 장방형 연질캡슐제,BAS1,,타원형,갈색,,,,24.4,8.3,8.0,간장질환용제,일반의약품,20041118,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBEs,,,Hepabeat F Soft Cap.,,2024-12-11 2:56
201901231,프레칸캡슐50밀리그램(프레가발린),코스맥스파마(주),"흰색 또는 연한 노란색을 띄는 흰색의 가루가 든 상부 남색, 하부 흰색의 경질캡슐제",CXP P50,,장방형,남색,하양,,,14.2,4.8,5.0,기타의 중추신경용약,전문의약품,20190226,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBGE,,,Frekan Capsule 50mg,055100840,2024-12-11 2:56
201902081,오메프투캡슐(오메프라졸),코스맥스파마(주),"흰색 내지 회백색의 장용성 과립이 충진된 상부 적갈색, 하부 분홍색의 경질캡슐",CXP OMP,,장방형,빨강,분홍,,,17.4,5.8,6.0,소화성궤양용제,전문의약품,20190405,"장용성캡슐제, 펠렛",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBGa,,,Omeftwo Capsule,055101150,2024-12-11 2:56
201903004,프레칸캡슐75밀리그램(프레가발린),코스맥스파마(주),"흰색의 분말이 든 상부 적갈색, 하부 흰색의 경질캡슐",CXP P75,,장방형,갈색,하양,,,14.1,4.8,5.0,기타의 중추신경용약,전문의약품,20190509,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBGw,,,Frekan Capsue 75mg,055101210,2024-12-11 2:56
201903003,프레칸캡슐150밀리그램(프레가발린),코스맥스파마(주),흰색의 분말이 든 상하부 흰색의 경질캡슐제,CXP P150,,장방형,하양,하양,,,17.5,5.7,6.2,기타의 중추신경용약,전문의약품,20190509,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBHG,,,Frekan Capsue 150mg,055101220,2024-12-11 2:56
202009163,팜편안디정,코스맥스파마(주),녹색의 원형 필름코팅정제  ,HD,,원형,연두,,,,11.2,11.2,4.5,소화성궤양용제,일반의약품,20201223,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OGYzwP1L9g,,,PharmpyounanD tab,,2024-12-11 2:56
201901897,레보투정100밀리그램(레보플록사신수화물),코스맥스파마(주),백색-미백색의 원형 필름코팅정,CXP,20,원형,하양,,,,8.2,8.2,3.7,기타의 화학요법제,전문의약품,20190328,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBHy,,,Levotwo Tab. 100mg,055101040,2024-12-11 2:56
201901896,레보투정500밀리그램(레보플록사신수화물),코스맥스파마(주),분홍색의 장방형 필름코팅정,CXP,19,타원형,분홍,,,,17.2,8.6,6.2,기타의 화학요법제,전문의약품,20190328,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBII,,,Levotwo Tab. 500mg,055101030,2024-12-11 2:56
201904339,투프로정100밀리그램(오플록사신),코스맥스파마(주),담황색의 원형 필름코팅 정제 ,CXP,48,원형,주황,,,,8.2,8.2,3.7,기타의 화학요법제,전문의약품,20190625,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBIe,,,Twopro Tab. 100mg,055101330,2024-12-11 2:56
202103216,안티스토연질캡슐,코스맥스파마(주),주황색의 유상내용물을 함유한 주황색의 장방형 연질캡슐,ATST,,타원형,주황,,,,21.6,9.3,9.3,기타의 비타민제,일반의약품,20210420,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBI_,,,Antisto Soft Capsule,,2024-12-11 2:56
201900246,글리메윈플러스정,코스맥스파마(주),흰색의 장방형 필름코팅정제,CXP,1분할선4,타원형,하양,,,-,15.7,8.7,6.1,당뇨병용제,전문의약품,20190118,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBJK,,,Glimewinplus Tab.,055100600,2024-12-11 2:56
201908695,돈셉트정10밀리그램(도네페질염산염수화물),정우신약(주),노랑색의 원형 필름코팅정,PZX,,원형,주황,,,,9.1,9.1,4.5,기타의 중추신경용약,전문의약품,20191230,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBSk,,,Doncept Tab. 10mg,694205860,2024-12-11 2:56
202101946,자이토정10밀리그램(리바록사반),한국프라임제약(주),분홍색의 원형 필름코팅정,PP,10,원형,분홍,,,,5.8,5.8,2.2,혈액응고저지제,전문의약품,20210302,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBVX,,,Xaito tab 10mg(Rivaroxaban),663608400,2024-12-11 2:56
201908064,싱클레어정10밀리그램(몬테루카스트나트륨),주식회사 더유제약,베이지색의 모서리가 둥근 사각형 필름코팅정제,TUPMTK,,사각형,분홍,,,,8.2,8.2,3.8,기타의 알레르기용약,전문의약품,20191125,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBVt,,,Singclare Tabs,057000400,2024-12-11 2:56
202102936,위더페질정23밀리그램(도네페질염산염수화물),위더스제약(주),빨간색의 양면이 볼록한 원형 필름코팅정,마크,D2,원형,분홍,,,,8.2,8.2,4.4,기타의 중추신경용약,전문의약품,20210405,필름코팅정,"W,m,3,ω,ε",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBXU,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600181,,Withupezil Tab. 23mg,660703550,2024-12-11 2:56
202003956,올메로수정20/20밀리그램,위더스제약(주),흰색 또는 미황색의 원형 필름코팅정제,마크20/20,,원형,하양,,,,10.2,10.2,5.2,기타의 순환계용약,전문의약품,20200528,필름코팅정,"W,m,3,ω,ε",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBXq,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600181,,Olmerosu Tab. 20/20mg,660703580,2024-12-11 2:56
202003957,올메로수정20/10밀리그램,위더스제약(주),흰색 또는 미황색의 원형 필름코팅정제,마크20/10,,원형,하양,,,,10.2,10.2,5.5,기타의 순환계용약,전문의약품,20200528,필름코팅정,"W,m,3,ω,ε",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBYA,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600181,,Olmerosu Tab. 20/10mg,660703570,2024-12-11 2:56
202003958,올메로수정20/5밀리그램,위더스제약(주),흰색 또는 미황색의 원형 필름코팅정제,마크20/5,,원형,하양,,,,10.2,10.2,5.9,기타의 순환계용약,전문의약품,20200528,필름코팅정,"W,m,3,ω,ε",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBYW,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600181,,Olmerosu Tab. 20/5mg,660703560,2024-12-11 2:56
201805025,피트메이트정100밀리그램(토피라메이트),동국제약(주),황색의 원형 필름 코팅 정제,TMT마크,십자분할선,원형,노랑,,,+,9.1,9.1,4.2,항전간제,전문의약품,20181211,필름코팅정,"dk,ck",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBMg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,,Fitmate Tablet 100mg (Topiramate),653404890,2024-12-11 2:56
202104810,파로자트씨알정12.5밀리그램(파록세틴염산염수화물),한림제약(주),노란색의 원형 장용성 필름코팅정제,HL,125,원형,노랑,,,,7.4,7.4,5.0,정신신경용제,전문의약품,20210623,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NlqFJEgBOc,,,Paroxat CR tab. 12.5mg,645306580,2024-12-11 2:56
201901240,엘페리돈정2밀리그램(리스페리돈),에이치엘비제약(주),장방형의 연한 오렌지색 필름코팅정제,LPR분할선2,,타원형,분홍,,-,,11.6,5.2,3.1,정신신경용제,전문의약품,20190226,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmt1,,,L-peridone Tablet 2mg(Risperidone),647304220,2024-12-11 2:56
201901241,엘페리돈정1밀리그램(리스페리돈),에이치엘비제약(주),장방형의 흰색 필름코팅제,LPR분할선1,,타원형,하양,,-,,11.6,5.2,3.1,정신신경용제,전문의약품,20190226,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmtJ,,,L-peridone Tablet 1mg(Risperidone),647304230,2024-12-11 2:56
199202071,뮤코라제정(스트렙토키나제.스트렙토도르나제분말),한미약품(주),연한 노란 분홍색의 원형정제,MUL분할선,HMP,원형,분홍,,-,,9.0,9.0,3.5,효소제제,전문의약품,19920421,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmuR,,,Mucolase Tab.,,2024-12-11 2:56
200709901,큐로켈정100밀리그램(쿠에티아핀푸마르산염),명인제약(주),노란색의 원형 필름코팅정,Q분할선100,마크,원형,주황,,-,,8.8,8.8,4.4,정신신경용제,전문의약품,20070828,필름코팅정,,"꽃잎,마름모",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmvZ,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,Q-Rokel Tab. 100mg,651901980,2024-12-11 2:56
202101461,오미가서방정50밀리그램(미라베그론),(주)한국팜비오,노란색의 타원형 필름코팅 서방정,PB,50,타원형,갈색,,,,12.0,6.0,5.0,기타의 비뇨생식기관 및 항문용약,전문의약품,20210218,서방성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmwP,,,OMIGA SR Tab 50mg(Mirabegron),659901690,2024-12-11 2:56
201908436,카베딜정12.5밀리그램(카르베딜롤),이연제약(주),적갈색의 원형정제,ry,12.5,원형,분홍,,,,7.1,7.1,2.7,혈압강하제,전문의약품,20191216,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmwh,,,Cavedil Tab. 12.5mg,658604690,2024-12-11 2:56
202106218,암로반플러스정5/80/5밀리그램,삼천당제약(주),연한 분홍색의 달걀형 필름코팅정,SCD,ΛVR1,장방형,분홍,,,,11.1,6.1,4.3,기타의 순환계용약,전문의약품,20210827,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmwz,,,Amlovan Plus Tab. 5/80/5mg,651205770,2024-12-11 2:56
202106219,암로반플러스정5/80/10밀리그램,삼천당제약(주),분홍색의 달걀형 필름코팅정,SCD,ΛVR2,장방형,분홍,,,,11.1,6.1,4.4,기타의 순환계용약,전문의약품,20210827,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmxF,,,Amlovan Plus Tab. 5/80/10mg,651205780,2024-12-11 2:56
202200501,데팍신서방정25밀리그램(데스벤라팍신),환인제약(주),흰색의 정사각형의 서방성 필름코팅정,D25,,사각형,하양,,,,7.2,7.2,3.9,정신신경용제,전문의약품,20220128,서방성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmyf,,,Defaxine SR Tab. 25mg,657203910,2024-12-11 2:56
201406126,다이아메트서방정(메트포르민염산염),(주)제뉴파마,흰색의 양면이 볼록한 장방형 서방정,BP,XR,타원형,하양,,,,19.3,9.4,6.3,당뇨병용제,전문의약품,20141229,서방정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OHXkPjtIOu,,,Diamet SR Tab. 500mg,698002650,2024-12-11 2:56
202203104,화인백정,경동제약(주),분홍색의 원형 필름코팅정,FN,,원형,분홍,,,,9.5,9.5,3.7,종합대사성제제,일반의약품,20220727,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OHXkPjtIWU,,,Fineback Tab.,,2024-12-11 2:56
202003679,사포그렐서방정(사르포그렐레이트염산염),(주)화이트생명과학,흰색의 장방형 필름코팅정,W300,,장방형,하양,,,,14.6,8.3,6.3,기타의 혈액 및 체액용약,전문의약품,20200521,서방성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNEX8,,,Sapogrel SR Tab.,625202190,2024-12-11 2:56
202202576,리피딜엔티정(페노피브레이트),한국애보트(유),흰색의 장방형 필름코팅정,145,마크,타원형,하양,,,,17.9,8.6,5.7,동맥경화용제,전문의약품,20220621,필름코팅정,,F,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNEQQ,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100069,Lipidil NT tablet,644206570,2024-12-11 2:56
201800009,아카리작스12SQ집먼지진드기 설하정 ,한국애보트(유),흰색에서 황백색의 원형의 설하정,마크,,원형,하양,,,,12.3,12.3,2.9,기타의 알레르기용약,"전문,희귀",20180102,설하정,오각형,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJ3Nkbak66,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,,Acarizax 12SQ-HDM sublingual tablet,,2024-12-11 2:56
201502292,알레론플러스디정,에이치엘비제약(주),흰색 내지 연한 노란색의 장방형정제,HLB,D70,타원형,하양,,,,11.3,7.1,4.5,따로 분류되지 않는 대사성 의약품,전문의약품,20150415,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNERG,,,AlenHu PLUS D Tab.,647304310,2024-12-11 2:56
201601197,로바젯정10/20밀리그램,에이치케이이노엔(주),분홍색의 양면이 볼록한 달걀형 필름코팅정,분할선,20분할선R,타원형,분홍,,-,-,10.2,6.1,5.4,동맥경화용제,전문의약품,20160229,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNERY,,,Rovazet Tab. 10/20mg,640006970,2024-12-11 2:56
202000412,리칼본정35밀리그램(리세드론산나트륨),맥널티제약(주),엷은 오렌지색의 타원형 필름코팅 정제,MC,R35,타원형,주황,,,,11.7,5.8,4.2,따로 분류되지 않는 대사성 의약품,전문의약품,20200128,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNETB,,,Ricalbon Tab. 35mg,641502860,2024-12-11 2:56
201904404,신신도네페질정5밀리그램(도네페질염산염수화물),신신제약(주),노랑색의 원형필름코팅정,DJ,5,원형,노랑,,,,7.1,7.1,3.4,기타의 중추신경용약,전문의약품,20190627,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNEVV,,,Sinsin Donepezil Tab. 5mg,643803010,2024-12-11 2:56
201804270,아드윈정20밀리그램(아토르바스타틴칼슘삼수화물),주식회사케이에스제약,흰색의 원형 필름코팅정,마크,16,원형,하양,,,,7.1,7.1,4.4,동맥경화용제,전문의약품,20181029,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNEW3,,,,059000460,2024-12-11 2:56
202203385,위캡정10밀리그램(펙수프라잔염산염),대웅바이오(주),주황색 장방형의 필름코팅정제,DWB,FP 10,타원형,주황,,,,9.4,5.2,3.7,소화성궤양용제,전문의약품,20220824,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzgsn,,,WECAB Tab.10mg,694003860,2024-12-11 2:56
201110023,람세트오디정0.1밀리그램(라모세트론염산염),하나제약(주),볼록한 원형의 적황색 구강붕해정,H,N,원형,분홍,,,,6.6,6.6,2.9,"최토제, 진토제",전문의약품,20111115,구강붕해정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzgtd,,,Ramset OD Tab. 0.1mg,657804810,2024-12-11 2:56
201103617,리파틴정2밀리그램(피타바스타틴칼슘),하나제약(주),매우 엷은 황적색의 원형 필름코팅정,LIP,분할선,원형,분홍,,,-,7.2,7.2,2.8,동맥경화용제,전문의약품,20110531,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzgtv,,,Lipatin Tab. 2mg,657804710,2024-12-11 2:56
201902221,에스카정5/20밀리그램,삼익제약(주),흰색의 원형 필름코팅정제,마크,5분할선20,원형,하양,,,-,6.1,6.1,3.6,혈압강하제,전문의약품,20190411,필름코팅정,"111,III,三,≡,삼",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzg_f,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700130,,Esca Tab. 5/20mg,644004130,2024-12-11 2:56
201907324,유한아세트아미노펜연질캡슐,(주)유한양행,미황색의 투명한 액이 든 주황색의 투명한 장방형 연질캡슐,YH AAP,,타원형,"주황, 투명",,,,21.6,9.7,9.7,해열.진통.소염제,일반의약품,20191017,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzg-V,,,Yuhan Acetaminophen Soft Capsule 325mg,,2024-12-11 2:56
202203601,영진올란자핀정5밀리그램,영진약품(주),흰색의 원형 필름코팅정제,YOZ5,,원형,하양,,,,7.8,7.8,4.4,,전문의약품,20220919,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzg-n,,,YungJin Olanzapine Tablets 5mg,642405070,2024-12-11 2:56
202203600,영진올란자핀정10밀리그램,영진약품(주),흰색의 원형 필름코팅정제,YOZ10,,원형,하양,,,,10.3,10.3,5.1,,전문의약품,20220919,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzh03,,,YungJin Olanzapine Tablets 10mg,642405060,2024-12-11 2:56
201903331,클로디드정(클로피도그렐황산염),하이플생명과학(주),분홍색의 원형 필름코팅정,DID,7,원형,분홍,,,,8.7,8.7,4.3,동맥경화용제,전문의약품,20190522,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OKRXo9l49x,,,Clodid Tab.,664102670,2024-12-11 2:56
201903813,비엘레바미정(레바미피드),하이플생명과학(주),흰색의 원형 필름코팅정,DID,7,원형,하양,,,,8.1,8.1,3.6,소화성궤양용제,전문의약품,20190611,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OKRXo9l4AD,,,Rebamidide Tab.,664102740,2024-12-11 2:56
201403815,아르바정20mg(아토르바스타틴칼슘삼수화물),알리코제약(주),흰색의 원형 필름코팅정,ACB20,,원형,하양,,,,7.4,7.4,4.3,동맥경화용제,전문의약품,20140819,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxCC,,,ARVA Tablets 20mg,656003670,2024-12-11 2:56
200805215,엘리펜정,동국제약(주),연한 황색의 장방형 필름코팅정제,DK ELF,,장방형,주황,,,,15.5,6.4,5.4,해열.진통.소염제,전문의약품,20080507,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxJo,,,Eliphen Tablet,653401490,2024-12-11 2:56
200904548,리버골드파워350mg연질캡슐(밀크시슬열매건조엑스),(주)대웅제약,황갈색의 유상 내용물을 함유한 암갈색의 장방형 연질캡슐,LP350,,타원형,갈색,,,,22.1,8.2,8.2,간장질환용제,일반의약품,20090628,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxNS,,,Livergold Power 350 Soft Cap.,,2024-12-11 2:56
202002542,브로라제장용정(브로멜라인),(주)한국글로벌제약,분홍색의 원형 장용성 필름코팅정,KG1,,원형,분홍,,,,9.3,9.3,5.5,효소제제,일반의약품,20200410,장용성필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtKP,,,Brolase Enteric Coated Tab.,693202280,2024-12-11 2:56
202204553,베프서방정(베포타스틴베실산염),신풍제약(주),흰색의 원형 필름코팅정,마크S,,원형,하양,,,,9.4,9.4,5.1,항히스타민제,전문의약품,20221221,필름코팅정,"SP,5P,dS,d5",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxqQ,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,,Bef XR tablet,648508070,2024-12-11 2:56
202003737,트루다파정10밀리그램(다파글리플로진비스L-프롤린),(주)보령,노란색의 양면이 볼록한 다이아몬드형의 필름코팅정,BD,10,마름모형,주황,,,,11.0,8.1,4.3,당뇨병용제,전문의약품,20200522,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7emq,,,BORYUNG DAPAGLIFLOZIN TABLET 10mg (Dapagliflozin Bis L-proline),641907990,2024-12-11 2:56
202108079,"트루다파엠서방정10/500밀리그램(다파글리플로진,메트포르민)",(주)보령,분홍색의 양면이 볼록한 타원형의 필름코팅정,BDM,10/500,타원형,분홍,,,,16.7,8.7,7.9,당뇨병용제,전문의약품,20211223,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7en6,,,"TRUDAPA M SR Tablet 10/500mg (Dapagliflozin, Metformin)",641908050,2024-12-11 2:56
202300099,피마로핀정60/5밀리그램,(주)바이넥스,주황색의 모서리가 둥근 사각형 필름코팅정,FL65,,사각형,주황,,,,8.7,8.7,4.7,혈압강하제,전문의약품,20230106,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7eny,,,Fimalopine Tab. 60/5mg,643105680,2024-12-11 2:56
202300126,피마로핀정60/2.5밀리그램,(주)바이넥스,노란색의 모서리가 둥근 사각형 필름코팅정,FL62,,사각형,노랑,,,,7.7,7.7,4.5,혈압강하제,전문의약품,20230106,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7eoE,,,Fimalopine Tab. 60/2.5mg,643105690,2024-12-11 2:56
202300084,피마로핀정30/2.5밀리그램,(주)바이넥스,흰색의 모서리가 둥근 사각형 필름코팅정,FL32,,사각형,하양,,,,6.6,6.6,3.8,혈압강하제,전문의약품,20230106,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7eoW,,,Fimalopine Tab. 30/2.5mg,,2024-12-11 2:56
202300053,에스카브정60/5밀리그램,(주)동구바이오제약,주황색의 모서리가 둥근 사각형 필름코팅정,DC65,,사각형,주황,,,,8.7,8.7,4.7,혈압강하제,전문의약품,20230105,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7esA,,,S-karb Tab. 60/5mg,657308800,2024-12-11 2:56
202300055,에스카브정60/2.5밀리그램,(주)동구바이오제약,노란색의 모서리가 둥근 사각형 필름코팅정,DC62,,사각형,노랑,,,,7.7,7.7,4.5,혈압강하제,전문의약품,20230105,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7esS,,,S-karb Tab. 60/2.5mg,657308780,2024-12-11 2:56
202204330,동구두타리드연질캡슐(두타스테리드),(주)동구바이오제약,무색 투명한 내용물이 들어있는 미황색의 투명한 타원형 연질캡슐,DCDT,,타원형,"노랑, 투명",,,,9.8,5.7,5.7,비뇨생식기관 및 항문용약,전문의약품,20221202,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7esk,,,Dongkoo dutalid soft capsules(Dutasteride),657308880,2024-12-11 2:56
202300054,에스카브정30/2.5밀리그램,(주)동구바이오제약,흰색의 모서리가 둥근 사각형 필름코팅정,DC32,,사각형,하양,,,,6.6,6.6,3.8,혈압강하제,전문의약품,20230105,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7et0,,,S-karb Tab. 30/2.5mg,,2024-12-11 2:56
202108076,시타플로진정10/100밀리그램,(주)동구바이오제약,밝은 노란색의 장방형 필름코팅정,DKC100,,장방형,주황,,,,14.3,7.2,5.3,당뇨병용제,전문의약품,20211223,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7etI,,,Sitaflozin tab 10/100mg,657308770,2024-12-11 2:56
202204126,글리플로정10밀리그램(다파글리플로진프로판디올수화물),대우제약(주),노란색의 양면이 볼록한 다이아몬드형의 필름코팅 정제,GF1,,마름모형,주황,,,,11.2,8.1,4.1,당뇨병용제,전문의약품,20221116,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7eu8,,,-,649606220,2024-12-11 2:56
202202394,아셀콕스캡슐2밀리그램(폴마콕시브),(주)대웅제약,흰색에서 연한 노란색 가루가 든 상하부 흰색의 경질캡슐제,아셀콕스 2mg,,장방형,하양,하양,,,18.7,6.4,6.7,해열.진통.소염제,전문의약품,20220608,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7evY,,,Acelcox cap. 2mg,641607700,2024-12-11 2:56
202204664,"피마원에스정60/2.5밀리그램(피마사르탄, 에스암로디핀)",하나제약(주),노란색의 윗면이 둥근 사각형 모양 필름코팅정제,FS,6,사각형,노랑,,,,7.2,7.2,4.4,혈압강하제,전문의약품,20221227,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7eyM,,,Fimaone-S Tab. 60/2.5mg,657807840,2024-12-11 2:56
202300101,듀코르정60/5밀리그램,한국넬슨제약(주),주황색의 모서리가 둥근 사각형 필름코팅정,NB25,,사각형,주황,,,,8.7,8.7,4.7,혈압강하제,전문의약품,20230106,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7e_u,,,Ducor tab. 60/5mg,054801430,2024-12-11 2:56
202300117,듀코르정60/2.5밀리그램,한국넬슨제약(주),노란색의 모서리가 둥근 사각형 필름코팅정,NB24,,사각형,노랑,,,,7.7,7.7,4.5,혈압강하제,전문의약품,20230106,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7e-A,,,Ducor tab. 60/2.5mg,054801440,2024-12-11 2:56
202300081,듀코르정30/2.5밀리그램,엔비케이제약(주),흰색의 모서리가 둥근 사각형 필름코팅정,NB23,,사각형,하양,,,,6.6,6.6,3.8,혈압강하제,전문의약품,20230106,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7e-S,,,Ducor tab. 30/2.5mg,,2024-12-11 2:56
